loc_id,area_type,size,total_sqft,bath,balcony,price,bed_bath,price_per_sqft
492,Built-up  Area,2,735.0,2,1,35.0,344.0,4761.905
492,Built-up  Area,3,1896.0,3,1,75.0,516.0,3955.696
492,Plot  Area,3,3010.0,3,2,200.0,516.0,6644.518
492,Super built-up  Area,2,1346.0,2,1,96.17,344.0,7144.874
492,Built-up  Area,3,1410.0,3,2,43.71,516.0,3100.0
492,Built-up  Area,3,1150.0,2,3,44.0,476.0,3826.087
492,Super built-up  Area,2,1280.0,2,2,52.0,344.0,4062.5
492,Super built-up  Area,4,2500.0,4,3,155.0,688.0,6200.0
492,Built-up  Area,1,905.0,1,1,55.0,172.0,6077.348
492,Plot  Area,2,1200.0,2,1,46.13,344.0,3844.167
492,Super built-up  Area,4,2268.0,3,0,146.0,648.0,6437.39
492,Built-up  Area,2,1150.0,2,0,55.0,344.0,4782.609
492,Plot  Area,3,1500.0,3,1,71.8,516.0,4786.667
492,Super built-up  Area,1,630.5,1,0,32.79,172.0,5200.634
492,Super built-up  Area,4,3537.0,5,3,210.0,728.0,5937.235
492,Super built-up  Area,2,1285.0,2,2,55.9,344.0,4350.195
492,Super built-up  Area,3,1697.0,3,2,115.0,516.0,6776.665
492,Super built-up  Area,2,1130.0,2,1,36.0,344.0,3185.841
492,Super built-up  Area,2,1215.0,2,2,39.0,344.0,3209.877
492,Super built-up  Area,3,1520.0,2,2,150.0,476.0,9868.421
492,Super built-up  Area,2,1495.0,2,2,79.5,344.0,5317.726
492,Built-up  Area,5,3250.0,5,0,290.0,860.0,8923.077
492,Super built-up  Area,2,1216.0,2,1,66.48,344.0,5467.105
492,Built-up  Area,3,1350.0,3,2,54.0,516.0,4000.0
492,Built-up  Area,2,1173.0,2,1,60.0,344.0,5115.09
492,Super built-up  Area,2,1269.0,2,1,75.0,344.0,5910.165
492,Plot  Area,5,3227.0,5,0,250.0,860.0,7747.134
492,Super built-up  Area,3,1545.0,3,2,79.0,516.0,5113.269
492,Super built-up  Area,3,1306.0,3,2,54.65,516.0,4184.533
492,Built-up  Area,2,1000.0,2,1,35.0,344.0,3500.0
492,Super built-up  Area,4,3262.0,4,2,260.0,688.0,7970.57
492,Super built-up  Area,3,1386.0,3,1,57.46,516.0,4145.743
492,Super built-up  Area,2,1132.0,2,1,79.28,344.0,7003.534
492,Super built-up  Area,2,1200.0,2,1,45.84,344.0,3820.0
492,Super built-up  Area,2,1140.0,2,2,39.0,344.0,3421.053
492,Super built-up  Area,4,2830.0,5,2,160.0,728.0,5653.71
492,Super built-up  Area,2,1205.0,2,1,40.0,344.0,3319.502
492,Super built-up  Area,2,1195.0,2,1,70.0,344.0,5857.741
492,Super built-up  Area,3,1738.0,2,3,79.0,476.0,4545.455
492,Plot  Area,4,3004.0,4,2,285.0,688.0,9487.35
492,Super built-up  Area,2,1250.0,2,2,72.0,344.0,5760.0
492,Super built-up  Area,1,709.0,1,0,34.385,172.0,4849.788
492,Super built-up  Area,2,1340.0,2,1,77.0,344.0,5746.269
492,Super built-up  Area,2,1320.0,2,3,79.5,344.0,6022.727
492,Super built-up  Area,2,750.0,2,1,52.7,344.0,7026.667
492,Plot  Area,3,1200.0,3,1,61.96,516.0,5163.333
492,Super built-up  Area,2,1180.0,2,2,41.0,344.0,3474.576
492,Plot  Area,4,3000.0,4,3,306.0,688.0,10200.0
492,Super built-up  Area,2,1095.0,2,1,35.0,344.0,3196.347
492,Super built-up  Area,2,1415.0,2,3,67.0,344.0,4734.982
492,Super built-up  Area,2,1105.0,2,1,41.36,344.0,3742.986
492,Plot  Area,2,1200.0,2,1,45.0,344.0,3750.0
492,Plot  Area,4,3445.0,5,3,270.0,728.0,7837.446
492,Super built-up  Area,3,1700.0,3,1,140.0,516.0,8235.294
492,Built-up  Area,4,4827.0,4,3,400.0,688.0,8286.721
492,Super built-up  Area,2,1405.0,2,2,84.5,344.0,6014.235
492,Super built-up  Area,3,1345.0,2,2,57.0,476.0,4237.918
492,Super built-up  Area,4,3252.0,4,3,280.0,688.0,8610.086
492,Plot  Area,2,1200.0,2,1,45.0,344.0,3750.0
492,Super built-up  Area,2,1150.0,2,2,90.0,344.0,7826.087
492,Built-up  Area,4,2400.0,4,3,147.0,688.0,6125.0
492,Super built-up  Area,3,1440.0,2,2,64.0,476.0,4444.444
492,Built-up  Area,1,624.0,1,1,35.0,172.0,5608.974
492,Plot  Area,2,1200.0,2,1,45.0,344.0,3750.0
492,Super built-up  Area,2,1109.0,2,1,41.49,344.0,3741.208
492,Super built-up  Area,3,1700.0,3,2,95.0,516.0,5588.235
492,Plot  Area,4,4960.0,4,3,400.0,688.0,8064.516
492,Built-up  Area,4,2928.0,4,3,198.0,688.0,6762.295
492,Super built-up  Area,2,1215.0,2,1,62.0,344.0,5102.881
492,Super built-up  Area,3,2700.0,5,2,175.0,596.0,6481.481
492,Super built-up  Area,2,1216.0,2,1,84.0,344.0,6907.895
492,Super built-up  Area,4,2882.0,5,1,204.0,728.0,7078.418
492,Super built-up  Area,3,1840.0,3,2,140.0,516.0,7608.696
492,Super built-up  Area,3,1778.0,3,2,122.0,516.0,6861.642
492,Built-up  Area,2,1400.0,2,1,80.0,344.0,5714.286
492,Super built-up  Area,1,650.0,1,1,25.0,172.0,3846.154
492,Super built-up  Area,4,2155.0,3,3,125.0,648.0,5800.464
492,Super built-up  Area,2,1230.0,2,2,59.0,344.0,4796.748
492,Super built-up  Area,2,1205.0,2,1,40.0,344.0,3319.502
492,Super built-up  Area,2,1125.0,2,2,40.0,344.0,3555.556
492,Built-up  Area,1,810.0,1,0,21.0,172.0,2592.593
492,Super built-up  Area,2,1216.0,2,1,69.06,344.0,5679.276
492,Super built-up  Area,2,1216.0,2,1,75.0,344.0,6167.763
492,Super built-up  Area,2,1355.0,2,3,78.0,344.0,5756.458
492,Super built-up  Area,2,1255.0,2,3,77.0,344.0,6135.458
492,Super built-up  Area,2,1216.0,2,1,73.0,344.0,6003.289
492,Super built-up  Area,1,709.0,1,0,34.735,172.0,4899.154
492,Super built-up  Area,2,1140.0,2,2,45.0,344.0,3947.368
492,Super built-up  Area,2,1190.0,2,2,60.0,344.0,5042.017
492,Super built-up  Area,2,1312.0,2,2,55.0,344.0,4192.073
492,Super built-up  Area,3,1745.0,3,3,100.0,516.0,5730.659
492,Built-up  Area,4,3200.0,4,3,224.0,688.0,7000.0
492,Super built-up  Area,2,1096.0,2,1,39.0,344.0,3558.394
492,Super built-up  Area,1,825.0,1,1,44.9,172.0,5442.424
492,Super built-up  Area,2,1116.0,2,1,51.91,344.0,4651.434
492,Super built-up  Area,2,1227.0,2,2,53.49,344.0,4359.413
492,Super built-up  Area,2,1235.0,2,2,47.0,344.0,3805.668
492,Super built-up  Area,3,1870.0,3,2,138.0,516.0,7379.679
492,Super built-up  Area,2,1175.0,2,1,39.0,344.0,3319.149
492,Super built-up  Area,2,1180.0,2,2,41.0,344.0,3474.576
492,Super built-up  Area,3,1862.0,3,2,125.0,516.0,6713.212
492,Super built-up  Area,3,1655.0,3,1,113.0,516.0,6827.795
492,Super built-up  Area,1,530.0,1,1,29.44,172.0,5554.717
492,Super built-up  Area,2,1085.0,2,1,57.0,344.0,5253.456
492,Super built-up  Area,1,905.0,1,1,50.0,172.0,5524.862
492,Super built-up  Area,3,1600.0,3,2,82.0,516.0,5125.0
492,Plot  Area,4,1230.0,4,2,80.0,688.0,6504.065
492,Super built-up  Area,2,1255.0,2,2,40.0,344.0,3187.251
492,Super built-up  Area,1,630.5,1,0,32.15,172.0,5099.128
492,Built-up  Area,1,905.0,1,1,52.0,172.0,5745.856
492,Plot  Area,3,1200.0,3,2,57.15,516.0,4762.5
492,Super built-up  Area,3,1451.0,2,2,52.43,476.0,3613.37
492,Super built-up  Area,2,1187.0,2,1,37.85,344.0,3188.711
492,Super built-up  Area,2,1216.0,2,1,83.0,344.0,6825.658
492,Super built-up  Area,2,1301.0,2,2,65.0,344.0,4996.157
492,Super built-up  Area,3,1330.0,2,2,55.0,476.0,4135.338
492,Super built-up  Area,2,1155.0,2,2,55.0,344.0,4761.905
492,Super built-up  Area,2,1355.0,3,3,76.0,384.0,5608.856
492,Super built-up  Area,4,4075.0,5,3,226.0,728.0,5546.012
492,Super built-up  Area,2,1216.0,2,1,75.0,344.0,6167.763
492,Built-up  Area,4,4000.0,4,3,380.0,688.0,9500.0
492,Super built-up  Area,2,1242.0,2,2,65.0,344.0,5233.494
492,Super built-up  Area,3,1548.0,3,1,65.0,516.0,4198.966
492,Super built-up  Area,4,2856.0,5,0,154.5,728.0,5409.664
492,Plot  Area,2,1200.0,2,2,46.13,344.0,3844.167
492,Plot  Area,2,1200.0,2,1,46.13,344.0,3844.167
492,Super built-up  Area,3,1405.0,3,2,58.0,516.0,4128.114
492,Super built-up  Area,4,2856.0,5,0,158.5,728.0,5549.72
492,Super built-up  Area,2,1355.0,2,3,73.0,344.0,5387.454
492,Super built-up  Area,4,2882.0,5,1,158.0,728.0,5482.304
492,Super built-up  Area,1,750.0,1,1,51.0,172.0,6800.0
492,Super built-up  Area,2,1115.0,2,0,34.555,344.0,3099.103
492,Super built-up  Area,2,1105.0,2,2,39.99,344.0,3619.005
492,Super built-up  Area,2,1173.0,2,1,77.0,344.0,6564.365
492,Plot  Area,3,1200.0,3,1,68.4,516.0,5700.0
492,Super built-up  Area,2,982.0,2,1,37.0,344.0,3767.821
492,Super built-up  Area,2,1118.0,2,1,42.0,344.0,3756.708
492,Super built-up  Area,2,1216.0,2,1,69.0,344.0,5674.342
492,Built-up  Area,4,3425.0,5,2,250.0,728.0,7299.27
492,Super built-up  Area,2,1100.0,2,1,37.0,344.0,3363.636
492,Plot  Area,3,1200.0,3,1,56.0,516.0,4666.667
492,Super built-up  Area,4,2856.0,5,0,157.5,728.0,5514.706
492,Built-up  Area,3,1550.0,2,2,49.6,476.0,3200.0
492,Super built-up  Area,3,2173.0,3,2,128.0,516.0,5890.474
492,Built-up  Area,3,1435.0,3,2,45.0,516.0,3135.889
492,Super built-up  Area,1,905.0,1,1,62.0,172.0,6850.829
492,Super built-up  Area,3,1870.0,3,2,138.0,516.0,7379.679
492,Super built-up  Area,2,1320.0,2,1,99.26,344.0,7519.697
492,Super built-up  Area,3,2901.0,4,2,190.0,556.0,6549.466
492,Super built-up  Area,2,1485.0,2,1,96.51,344.0,6498.99
492,Super built-up  Area,3,1755.0,3,3,101.0,516.0,5754.986
492,Super built-up  Area,3,1608.0,2,3,63.0,476.0,3917.91
492,Super built-up  Area,3,2225.0,3,1,149.0,516.0,6696.629
492,Super built-up  Area,2,1250.0,2,2,82.0,344.0,6560.0
492,Plot  Area,4,1800.0,4,3,178.0,688.0,9888.889
492,Super built-up  Area,1,605.0,1,1,40.0,172.0,6611.57
492,Super built-up  Area,2,1185.0,2,2,41.0,344.0,3459.916
492,Plot  Area,3,1200.0,3,2,56.58,516.0,4715.0
492,Built-up  Area,3,2210.0,3,2,156.0,516.0,7058.824
492,Super built-up  Area,2,1173.0,2,1,78.2,344.0,6666.667
492,Super built-up  Area,3,1740.0,4,3,130.0,556.0,7471.264
492,Super built-up  Area,2,1216.0,2,1,75.0,344.0,6167.763
492,Super built-up  Area,2,1060.0,2,1,35.0,344.0,3301.887
492,Super built-up  Area,3,1655.0,3,3,120.0,516.0,7250.755
492,Built-up  Area,2,1125.0,2,2,45.0,344.0,4000.0
492,Super built-up  Area,2,1180.0,2,2,70.0,344.0,5932.203
492,Super built-up  Area,2,1280.0,2,2,69.0,344.0,5390.625
492,Super built-up  Area,3,2023.0,4,2,130.0,556.0,6426.1
492,Super built-up  Area,3,2134.0,4,2,118.0,556.0,5529.522
492,Super built-up  Area,3,1458.0,2,2,62.0,476.0,4252.401
492,Plot  Area,3,1808.0,4,0,80.0,556.0,4424.779
492,Super built-up  Area,1,905.0,1,1,60.0,172.0,6629.834
492,Super built-up  Area,3,1537.0,2,3,70.0,476.0,4554.327
492,Super built-up  Area,2,1186.0,2,3,55.0,344.0,4637.437
492,Built-up  Area,3,1806.0,3,3,85.0,516.0,4706.534
492,Super built-up  Area,2,1109.0,2,1,35.22,344.0,3175.834
492,Super built-up  Area,2,1216.0,2,1,67.0,344.0,5509.868
492,Built-up  Area,4,2850.0,5,0,240.0,728.0,8421.053
492,Super built-up  Area,2,1150.0,2,2,55.0,344.0,4782.609
492,Built-up  Area,3,1600.0,3,2,69.0,516.0,4312.5
492,Super built-up  Area,4,2830.0,5,3,190.0,728.0,6713.781
492,Super built-up  Area,2,1295.0,2,3,78.5,344.0,6061.776
492,Super built-up  Area,1,840.0,1,1,57.6,172.0,6857.143
492,Super built-up  Area,1,640.0,1,0,19.83,172.0,3098.437
492,Built-up  Area,3,1991.0,3,2,104.0,516.0,5223.506
492,Super built-up  Area,2,1190.0,2,2,41.0,344.0,3445.378
492,Super built-up  Area,2,1109.0,2,1,35.47,344.0,3198.377
492,Built-up  Area,3,1655.0,3,2,97.0,516.0,5861.027
492,Super built-up  Area,3,1850.0,3,2,150.0,516.0,8108.108
492,Plot  Area,3,1200.0,3,1,67.77,516.0,5647.5
492,Built-up  Area,2,1290.0,2,0,90.0,344.0,6976.744
492,Plot  Area,2,1200.0,2,1,45.0,344.0,3750.0
492,Super built-up  Area,2,1140.0,2,2,40.0,344.0,3508.772
492,Super built-up  Area,2,1216.0,2,1,75.0,344.0,6167.763
492,Super built-up  Area,2,1356.0,2,1,94.84,344.0,6994.1
492,Super built-up  Area,2,1338.0,2,1,103.0,344.0,7698.057
492,Super built-up  Area,2,1115.0,2,1,55.0,344.0,4932.735
492,Super built-up  Area,3,1870.0,3,2,90.0,516.0,4812.834
492,Plot  Area,3,3450.0,4,2,208.0,556.0,6028.986
492,Super built-up  Area,2,1105.0,2,1,35.36,344.0,3200.0
492,Super built-up  Area,2,1074.0,2,1,42.79,344.0,3984.171
492,Super built-up  Area,2,1100.0,2,2,52.0,344.0,4727.273
492,Super built-up  Area,2,1267.0,2,1,90.33,344.0,7129.44
492,Plot  Area,4,2400.0,4,1,143.0,688.0,5958.333
492,Super built-up  Area,3,1836.0,3,2,125.0,516.0,6808.279
492,Built-up  Area,2,1197.0,2,1,50.0,344.0,4177.109
492,Super built-up  Area,3,3596.0,3,1,200.0,516.0,5561.735
492,Built-up  Area,3,1275.0,2,3,65.0,476.0,5098.039
492,Super built-up  Area,2,1155.0,2,1,39.0,344.0,3376.623
492,Built-up  Area,2,1141.0,2,1,62.0,344.0,5433.83
492,Super built-up  Area,2,1216.0,2,1,82.0,344.0,6743.421
492,Super built-up  Area,2,1495.0,3,3,88.0,384.0,5886.288
492,Super built-up  Area,3,1564.0,3,1,103.0,516.0,6585.678
492,Super built-up  Area,3,1585.0,3,1,84.0,516.0,5299.685
492,Plot  Area,3,1200.0,3,1,56.0,516.0,4666.667
492,Super built-up  Area,2,1140.0,2,2,50.0,344.0,4385.965
492,Built-up  Area,3,1558.0,3,2,90.0,516.0,5776.637
492,Super built-up  Area,2,1216.0,2,1,75.0,344.0,6167.763
492,Super built-up  Area,2,1227.0,2,2,70.0,344.0,5704.971
492,Super built-up  Area,3,1704.0,3,1,120.0,516.0,7042.254
492,Super built-up  Area,2,1195.0,2,1,62.38,344.0,5220.084
492,Built-up  Area,3,1770.0,4,1,68.0,556.0,3841.808
492,Super built-up  Area,2,1300.0,2,2,78.0,344.0,6000.0
492,Super built-up  Area,3,1570.0,3,3,88.0,516.0,5605.096
492,Super built-up  Area,2,1216.0,2,1,84.03,344.0,6910.362
492,Built-up  Area,2,1240.0,2,2,70.0,344.0,5645.161
492,Super built-up  Area,2,1216.0,2,1,72.5,344.0,5962.171
492,Super built-up  Area,2,1215.0,2,2,40.0,344.0,3292.181
492,Super built-up  Area,3,2025.0,4,2,115.0,556.0,5679.012
492,Super built-up  Area,3,1346.0,2,1,100.0,476.0,7429.421
492,Built-up  Area,2,1020.0,2,2,45.0,344.0,4411.765
492,Super built-up  Area,2,935.0,2,1,32.72,344.0,3499.465
492,Super built-up  Area,2,1024.0,2,1,32.0,344.0,3125.0
492,Plot  Area,4,2990.0,3,2,198.0,648.0,6622.074
492,Built-up  Area,3,1600.0,3,0,69.1,516.0,4318.75
492,Super built-up  Area,2,1205.0,2,2,58.0,344.0,4813.278
492,Super built-up  Area,3,1720.0,3,3,98.97,516.0,5754.07
492,Super built-up  Area,3,1600.0,3,2,95.0,516.0,5937.5
492,Super built-up  Area,3,1655.0,3,1,108.0,516.0,6525.68
492,Super built-up  Area,3,1740.0,3,2,95.0,516.0,5459.77
492,Plot  Area,3,1200.0,3,1,56.72,516.0,4726.667
492,Super built-up  Area,2,1350.0,2,1,88.0,344.0,6518.519
492,Built-up  Area,2,1030.0,2,2,44.0,344.0,4271.845
492,Super built-up  Area,2,1216.0,2,1,80.0,344.0,6578.947
492,Plot  Area,4,2900.0,4,3,225.0,688.0,7758.621
492,Super built-up  Area,2,1340.0,2,1,101.0,344.0,7537.313
492,Super built-up  Area,2,1190.0,2,1,64.0,344.0,5378.151
492,Plot  Area,3,1500.0,3,1,78.57,516.0,5238.0
492,Super built-up  Area,3,1626.0,3,3,85.0,516.0,5227.552
492,Super built-up  Area,2,1195.0,2,1,61.36,344.0,5134.728
492,Super built-up  Area,2,1100.0,2,2,65.0,344.0,5909.091
492,Super built-up  Area,2,1100.0,2,1,46.5,344.0,4227.273
492,Built-up  Area,3,1270.0,2,2,65.0,476.0,5118.11
492,Built-up  Area,3,3117.0,3,2,261.0,516.0,8373.436
492,Super built-up  Area,2,1216.0,2,1,73.0,344.0,6003.289
492,Super built-up  Area,2,1135.0,2,2,58.0,344.0,5110.132
492,Built-up  Area,3,3150.0,3,1,290.0,516.0,9206.349
492,Super built-up  Area,2,1185.0,2,2,56.0,344.0,4725.738
492,Super built-up  Area,3,1530.0,3,3,75.0,516.0,4901.961
492,Super built-up  Area,2,1015.0,2,1,45.0,344.0,4433.498
492,Super built-up  Area,2,1187.0,2,1,38.0,344.0,3201.348
492,Plot  Area,4,3940.0,5,3,265.0,728.0,6725.888
492,Super built-up  Area,2,1190.0,2,3,59.0,344.0,4957.983
492,Super built-up  Area,2,1160.0,2,1,67.0,344.0,5775.862
492,Super built-up  Area,2,1216.0,2,1,66.88,344.0,5500.0
492,Super built-up  Area,2,1180.0,2,1,77.0,344.0,6525.424
492,Super built-up  Area,3,2140.0,3,2,139.0,516.0,6495.327
492,Super built-up  Area,2,1314.0,2,1,84.0,344.0,6392.694
492,Super built-up  Area,3,1530.0,3,3,73.0,516.0,4771.242
492,Super built-up  Area,2,1160.0,2,2,39.0,344.0,3362.069
492,Super built-up  Area,2,1012.0,2,1,58.0,344.0,5731.225
492,Super built-up  Area,2,1150.0,2,2,40.21,344.0,3496.522
492,Super built-up  Area,2,1340.0,2,2,41.0,344.0,3059.701
492,Super built-up  Area,3,1431.0,3,2,85.0,516.0,5939.902
492,Super built-up  Area,1,524.0,1,1,29.0,172.0,5534.351
492,Built-up  Area,4,2830.0,4,3,161.0,688.0,5689.046
492,Super built-up  Area,4,2135.0,3,2,149.0,648.0,6978.923
492,Built-up  Area,4,2500.0,4,0,100.0,688.0,4000.0
492,Super built-up  Area,4,3075.0,2,3,188.0,608.0,6113.821
492,Super built-up  Area,3,1760.0,3,2,160.0,516.0,9090.909
492,Super built-up  Area,3,1655.0,3,2,110.0,516.0,6646.526
492,Super built-up  Area,1,840.0,1,1,57.0,172.0,6785.714
492,Super built-up  Area,3,1725.0,3,2,106.0,516.0,6144.928
492,Super built-up  Area,2,1130.0,2,1,36.0,344.0,3185.841
492,Built-up  Area,2,1059.0,2,1,57.0,344.0,5382.436
492,Super built-up  Area,1,516.0,1,1,39.0,172.0,7558.14
492,Super built-up  Area,2,1116.0,2,3,51.91,344.0,4651.434
492,Super built-up  Area,3,1639.0,3,2,107.0,516.0,6528.371
492,Built-up  Area,3,1820.0,3,2,113.0,516.0,6208.791
492,Built-up  Area,3,1990.0,3,3,98.0,516.0,4924.623
492,Built-up  Area,4,3565.0,4,0,218.0,688.0,6115.007
492,Super built-up  Area,4,3410.0,5,3,253.0,728.0,7419.355
492,Super built-up  Area,3,1345.0,3,1,58.0,516.0,4312.268
492,Super built-up  Area,2,1205.0,2,1,41.0,344.0,3402.49
492,Super built-up  Area,2,1250.0,2,2,85.0,344.0,6800.0
492,Super built-up  Area,2,1115.0,2,1,51.91,344.0,4655.605
492,Super built-up  Area,2,1277.0,2,1,77.0,344.0,6029.757
492,Super built-up  Area,3,1820.0,3,2,140.0,516.0,7692.308
492,Built-up  Area,4,3453.0,4,2,247.0,688.0,7153.2
492,Super built-up  Area,2,1245.0,2,1,59.76,344.0,4800.0
492,Super built-up  Area,3,1322.5,3,0,40.985,516.0,3099.055
492,Super built-up  Area,2,1074.0,2,1,42.8,344.0,3985.102
492,Plot  Area,2,1200.0,2,1,46.13,344.0,3844.167
492,Plot  Area,2,1200.0,2,1,45.84,344.0,3820.0
492,Super built-up  Area,3,2280.0,4,2,125.0,556.0,5482.456
492,Super built-up  Area,4,2882.0,5,1,200.0,728.0,6939.625
492,Super built-up  Area,2,1170.0,2,1,56.0,344.0,4786.325
492,Super built-up  Area,3,1639.5,3,0,92.63,516.0,5649.893
492,Super built-up  Area,2,1390.0,2,1,72.0,344.0,5179.856
492,Built-up  Area,3,1634.0,3,2,68.0,516.0,4161.567
492,Super built-up  Area,2,1190.0,2,1,70.0,344.0,5882.353
492,Super built-up  Area,2,1105.0,2,1,35.4,344.0,3203.62
492,Super built-up  Area,2,1270.0,2,1,94.0,344.0,7401.575
492,Super built-up  Area,2,1220.0,2,1,89.0,344.0,7295.082
492,Super built-up  Area,2,1116.0,2,3,51.91,344.0,4651.434
492,Super built-up  Area,3,1436.0,2,3,62.15,476.0,4327.994
492,Super built-up  Area,3,3758.0,3,1,300.0,516.0,7982.97
492,Super built-up  Area,3,1452.0,2,2,46.29,476.0,3188.017
492,Super built-up  Area,2,1370.0,2,2,56.0,344.0,4087.591
492,Super built-up  Area,2,1050.0,2,3,43.0,344.0,4095.238
492,Super built-up  Area,3,1496.0,2,1,71.81,476.0,4800.134
492,Built-up  Area,2,1216.0,2,1,72.0,344.0,5921.053
492,Super built-up  Area,2,1158.0,2,1,55.0,344.0,4749.568
492,Super built-up  Area,3,1396.0,3,1,74.0,516.0,5300.86
492,Super built-up  Area,2,1175.0,2,1,41.0,344.0,3489.362
492,Super built-up  Area,2,1315.0,2,3,55.0,344.0,4182.51
492,Super built-up  Area,3,1451.0,2,2,46.4,476.0,3197.795
492,Super built-up  Area,2,1063.0,2,1,42.52,344.0,4000.0
492,Super built-up  Area,2,1346.0,2,1,76.01,344.0,5647.103
492,Super built-up  Area,2,1276.0,2,1,69.5,344.0,5446.708
492,Super built-up  Area,2,1317.0,2,2,52.0,344.0,3948.368
492,Super built-up  Area,4,2858.0,4,0,137.0,688.0,4793.562
492,Built-up  Area,3,1615.0,3,0,96.9,516.0,6000.0
492,Super built-up  Area,2,1220.0,2,1,55.0,344.0,4508.197
492,Super built-up  Area,2,1116.0,2,3,48.76,344.0,4369.176
492,Super built-up  Area,3,1400.0,2,3,56.0,476.0,4000.0
492,Super built-up  Area,2,1140.0,2,3,55.0,344.0,4824.561
492,Super built-up  Area,2,1295.0,2,1,64.5,344.0,4980.695
492,Super built-up  Area,2,1200.0,2,3,70.0,344.0,5833.333
492,Super built-up  Area,2,1015.0,2,3,56.0,344.0,5517.241
492,Super built-up  Area,3,1430.0,3,2,52.0,516.0,3636.364
492,Super built-up  Area,2,1216.0,2,1,75.0,344.0,6167.763
492,Built-up  Area,3,1010.0,2,1,45.0,476.0,4455.446
492,Super built-up  Area,3,2321.0,4,1,157.0,556.0,6764.326
492,Super built-up  Area,2,1224.0,2,2,75.0,344.0,6127.451
492,Super built-up  Area,3,1655.0,3,2,113.0,516.0,6827.795
492,Built-up  Area,3,1740.0,3,3,85.0,516.0,4885.057
492,Built-up  Area,5,4144.0,5,1,331.0,860.0,7987.452
492,Built-up  Area,3,1650.0,3,2,48.0,516.0,2909.091
492,Super built-up  Area,2,925.0,2,1,35.0,344.0,3783.784
492,Super built-up  Area,2,1175.0,2,2,50.0,344.0,4255.319
492,Plot  Area,3,1200.0,3,2,67.75,516.0,5645.833
492,Built-up  Area,2,1270.0,2,1,110.0,344.0,8661.417
492,Super built-up  Area,3,1660.0,3,1,110.0,516.0,6626.506
492,Super built-up  Area,2,1270.0,2,1,105.0,344.0,8267.717
492,Super built-up  Area,2,1315.0,2,2,69.5,344.0,5285.171
492,Plot  Area,4,1344.0,3,1,130.0,648.0,9672.619
492,Super built-up  Area,2,1173.0,2,1,78.2,344.0,6666.667
492,Super built-up  Area,2,1362.0,2,3,85.0,344.0,6240.822
492,Super built-up  Area,2,955.0,2,0,38.19,344.0,3998.953
492,Super built-up  Area,3,1457.0,2,2,105.0,476.0,7206.589
492,Super built-up  Area,3,1720.0,3,2,128.0,516.0,7441.86
492,Plot  Area,3,1500.0,3,1,61.9,516.0,4126.667
492,Super built-up  Area,2,1495.0,2,1,78.0,344.0,5217.391
492,Super built-up  Area,2,1270.0,2,2,52.0,344.0,4094.488
492,Super built-up  Area,3,1564.0,3,1,103.0,516.0,6585.678
492,Super built-up  Area,2,1240.0,2,2,41.0,344.0,3306.452
492,Plot  Area,3,1500.0,3,1,71.0,516.0,4733.333
492,Super built-up  Area,3,1404.0,2,2,59.0,476.0,4202.279
492,Super built-up  Area,3,1639.0,3,2,107.0,516.0,6528.371
492,Super built-up  Area,3,1760.0,3,2,139.0,516.0,7897.727
492,Super built-up  Area,1,613.0,1,1,48.0,172.0,7830.343
492,Super built-up  Area,3,1730.0,3,2,125.0,516.0,7225.434
492,Super built-up  Area,3,1453.0,2,2,58.0,476.0,3991.741
492,Super built-up  Area,1,877.0,1,1,59.0,172.0,6727.48
492,Super built-up  Area,4,2856.0,5,0,154.5,728.0,5409.664
492,Built-up  Area,5,3453.0,4,0,231.0,820.0,6689.835
493,Super built-up  Area,3,1200.0,2,2,42.0,476.0,3500.0
493,Super built-up  Area,2,1077.0,2,2,37.64,344.0,3494.893
493,Super built-up  Area,3,1470.0,2,1,88.64,476.0,6029.932
493,Built-up  Area,3,1300.0,2,2,75.0,476.0,5769.231
493,Super built-up  Area,3,1800.0,3,2,115.0,516.0,6388.889
493,Built-up  Area,2,1125.0,2,1,63.0,344.0,5600.0
493,Super built-up  Area,3,1340.0,2,3,53.6,476.0,4000.0
493,Super built-up  Area,2,1310.0,2,2,80.0,344.0,6106.87
493,Super built-up  Area,3,2600.0,4,1,135.0,556.0,5192.308
493,Super built-up  Area,3,1900.0,2,1,170.0,476.0,8947.368
493,Super built-up  Area,2,1260.0,2,3,75.0,344.0,5952.381
493,Super built-up  Area,2,1170.0,2,2,46.79,344.0,3999.145
493,Super built-up  Area,4,2500.0,4,3,95.0,688.0,3800.0
493,Built-up  Area,3,1350.0,2,0,83.0,476.0,6148.148
493,Super built-up  Area,3,1425.0,3,3,49.88,516.0,3500.351
493,Super built-up  Area,2,1330.0,2,1,78.0,344.0,5864.662
493,Super built-up  Area,3,1400.0,2,1,78.0,476.0,5571.429
493,Super built-up  Area,3,1700.0,3,2,125.0,516.0,7352.941
493,Super built-up  Area,2,1020.0,2,2,40.79,344.0,3999.02
493,Super built-up  Area,2,1600.0,2,1,63.98,344.0,3998.75
493,Super built-up  Area,2,1041.0,2,1,36.44,344.0,3500.48
493,Super built-up  Area,1,2400.0,1,1,200.0,172.0,8333.333
493,Super built-up  Area,2,1390.0,2,2,86.0,344.0,6187.05
493,Super built-up  Area,2,1460.0,2,3,70.0,344.0,4794.521
493,Super built-up  Area,2,1200.0,2,1,60.0,344.0,5000.0
493,Super built-up  Area,2,1290.0,2,2,80.0,344.0,6201.55
